,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes
689,"Mon, Jan 29, 2024",7:30p,Phoenix Suns,118.0,Miami Heat,105.0,Box Score,,"19,6",Kaseya Center,
690,"Mon, Jan 29, 2024",8:00p,Los Angeles Lakers,119.0,Houston Rockets,135.0,Box Score,,"18,055",Toyota Center,
691,"Mon, Jan 29, 2024",8:00p,Sacramento Kings,103.0,Memphis Grizzlies,94.0,Box Score,,"15,333",FedEx Forum,
692,"Mon, Jan 29, 2024",8:00p,Minnesota Timberwolves,107.0,Oklahoma City Thunder,101.0,Box Score,,"16,87",Paycom Center,
693,"Mon, Jan 29, 2024",8:00p,Washington Wizards,118.0,San Antonio Spurs,113.0,Box Score,,"17,02",Frost Bank Center,
694,"Mon, Jan 29, 2024",8:30p,Orlando Magic,129.0,Dallas Mavericks,131.0,Box Score,,"20,02",American Airlines Center,
695,"Mon, Jan 29, 2024",9:00p,Milwaukee Bucks,107.0,Denver Nuggets,113.0,Box Score,,"19,801",Ball Arena,
696,"Mon, Jan 29, 2024",10:00p,Philadelphia 76ers,104.0,Portland Trail Blazers,130.0,Box Score,,"17,128",Moda Center,
697,"Tue, Jan 30, 2024",7:30p,Los Angeles Lakers,122.0,Atlanta Hawks,138.0,Box Score,,"17,871",State Farm Arena,
698,"Tue, Jan 30, 2024",7:30p,Indiana Pacers,124.0,Boston Celtics,129.0,Box Score,,"19,156",TD Garden,
699,"Tue, Jan 30, 2024",7:30p,Utah Jazz,103.0,New York Knicks,118.0,Box Score,,"19,133",Madison Square Garden (IV),
700,"Tue, Jan 30, 2024",8:00p,Toronto Raptors,118.0,Chicago Bulls,107.0,Box Score,,"21,259",United Center,
701,"Tue, Jan 30, 2024",10:00p,Philadelphia 76ers,107.0,Golden State Warriors,119.0,Box Score,,"18,064",Chase Center,
702,"Wed, Jan 31, 2024",7:00p,Chicago Bulls,117.0,Charlotte Hornets,110.0,Box Score,,"13,712",Spectrum Center,
703,"Wed, Jan 31, 2024",7:00p,Detroit Pistons,121.0,Cleveland Cavaliers,128.0,Box Score,,"19,432",Rocket Mortgage Fieldhouse,
704,"Wed, Jan 31, 2024",7:00p,Los Angeles Clippers,125.0,Washington Wizards,109.0,Box Score,,"17,201",Capital One Arena,
705,"Wed, Jan 31, 2024",7:30p,Sacramento Kings,106.0,Miami Heat,115.0,Box Score,,"19,6",Kaseya Center,
706,"Wed, Jan 31, 2024",8:00p,New Orleans Pelicans,110.0,Houston Rockets,99.0,Box Score,,"18,055",Toyota Center,
707,"Wed, Jan 31, 2024",8:00p,Dallas Mavericks,87.0,Minnesota Timberwolves,121.0,Box Score,,"18,024",Target Center,
708,"Wed, Jan 31, 2024",8:00p,Denver Nuggets,100.0,Oklahoma City Thunder,105.0,Box Score,,"16,723",Paycom Center,
709,"Wed, Jan 31, 2024",8:00p,Orlando Magic,108.0,San Antonio Spurs,98.0,Box Score,,"17,081",Frost Bank Center,
710,"Wed, Jan 31, 2024",8:30p,Phoenix Suns,136.0,Brooklyn Nets,120.0,Box Score,,"17,732",Barclays Center,
711,"Wed, Jan 31, 2024",10:00p,Milwaukee Bucks,116.0,Portland Trail Blazers,119.0,Box Score,,"19,335",Moda Center,
712,"Thu, Feb 1, 2024",7:30p,Los Angeles Lakers,114.0,Boston Celtics,105.0,Box Score,,"19,156",TD Garden,
713,"Thu, Feb 1, 2024",7:30p,Indiana Pacers,105.0,New York Knicks,109.0,Box Score,,"19,812",Madison Square Garden (IV),
714,"Thu, Feb 1, 2024",8:00p,Cleveland Cavaliers,108.0,Memphis Grizzlies,101.0,Box Score,,"15,505",FedEx Forum,
715,"Thu, Feb 1, 2024",10:00p,Philadelphia 76ers,127.0,Utah Jazz,124.0,Box Score,,"18,206",Delta Center,
716,"Fri, Feb 2, 2024",7:00p,Los Angeles Clippers,136.0,Detroit Pistons,125.0,Box Score,,"19,122",Little Caesars Arena,
717,"Fri, Feb 2, 2024",7:00p,Miami Heat,110.0,Washington Wizards,102.0,Box Score,,"18,308",Capital One Arena,
718,"Fri, Feb 2, 2024",7:30p,Phoenix Suns,120.0,Atlanta Hawks,129.0,Box Score,,"16,536",State Farm Arena,
719,"Fri, Feb 2, 2024",7:30p,Sacramento Kings,133.0,Indiana Pacers,122.0,Box Score,,"17,274",Gainbridge Fieldhouse,
720,"Fri, Feb 2, 2024",8:00p,Toronto Raptors,106.0,Houston Rockets,135.0,Box Score,,"18,055",Toyota Center,
721,"Fri, Feb 2, 2024",8:00p,Golden State Warriors,121.0,Memphis Grizzlies,101.0,Box Score,,"17,794",FedEx Forum,
722,"Fri, Feb 2, 2024",8:00p,Orlando Magic,108.0,Minnesota Timberwolves,106.0,Box Score,,"18,024",Target Center,
723,"Fri, Feb 2, 2024",8:00p,Charlotte Hornets,106.0,Oklahoma City Thunder,126.0,Box Score,,"17,552",Paycom Center,
724,"Fri, Feb 2, 2024",8:00p,New Orleans Pelicans,114.0,San Antonio Spurs,113.0,Box Score,,"17,207",Frost Bank Center,
725,"Fri, Feb 2, 2024",9:00p,Portland Trail Blazers,108.0,Denver Nuggets,120.0,Box Score,,"19,622",Ball Arena,
726,"Sat, Feb 3, 2024",6:00p,Brooklyn Nets,136.0,Philadelphia 76ers,121.0,Box Score,,"20,673",Wells Fargo Center,
727,"Sat, Feb 3, 2024",7:30p,Golden State Warriors,134.0,Atlanta Hawks,141.0,Box Score,OT,"17,6",State Farm Arena,
728,"Sat, Feb 3, 2024",8:00p,Sacramento Kings,123.0,Chicago Bulls,115.0,Box Score,,"21,579",United Center,
729,"Sat, Feb 3, 2024",8:30p,Milwaukee Bucks,129.0,Dallas Mavericks,117.0,Box Score,,"20,377",American Airlines Center,
730,"Sat, Feb 3, 2024",8:30p,Los Angeles Lakers,113.0,New York Knicks,105.0,Box Score,,"19,812",Madison Square Garden (IV),
731,"Sat, Feb 3, 2024",8:30p,Cleveland Cavaliers,117.0,San Antonio Spurs,101.0,Box Score,,"18,354",Frost Bank Center,
732,"Sun, Feb 4, 2024",3:00p,Orlando Magic,111.0,Detroit Pistons,99.0,Box Score,,"17,982",Little Caesars Arena,
733,"Sun, Feb 4, 2024",3:30p,Phoenix Suns,140.0,Washington Wizards,112.0,Box Score,,"16,984",Capital One Arena,
734,"Sun, Feb 4, 2024",6:00p,Memphis Grizzlies,91.0,Boston Celtics,131.0,Box Score,,"19,156",TD Garden,
735,"Sun, Feb 4, 2024",6:00p,Indiana Pacers,115.0,Charlotte Hornets,99.0,Box Score,,"15,687",Spectrum Center,
736,"Sun, Feb 4, 2024",6:00p,Los Angeles Clippers,103.0,Miami Heat,95.0,Box Score,,"19,855",Kaseya Center,
737,"Sun, Feb 4, 2024",7:00p,Houston Rockets,90.0,Minnesota Timberwolves,111.0,Box Score,,"18,024",Target Center,
738,"Sun, Feb 4, 2024",7:00p,Toronto Raptors,127.0,Oklahoma City Thunder,135.0,Box Score,2OT,"17,059",Paycom Center,
739,"Sun, Feb 4, 2024",8:00p,Milwaukee Bucks,108.0,Utah Jazz,123.0,Box Score,,"18,206",Delta Center,
740,"Sun, Feb 4, 2024",8:30p,Portland Trail Blazers,103.0,Denver Nuggets,112.0,Box Score,,"19,715",Ball Arena,
741,"Mon, Feb 5, 2024",7:00p,Los Angeles Lakers,124.0,Charlotte Hornets,118.0,Box Score,,"19,375",Spectrum Center,
742,"Mon, Feb 5, 2024",7:00p,Sacramento Kings,110.0,Cleveland Cavaliers,136.0,Box Score,,"19,432",Rocket Mortgage Fieldhouse,
743,"Mon, Feb 5, 2024",7:00p,Dallas Mavericks,118.0,Philadelphia 76ers,102.0,Box Score,,"19,764",Wells Fargo Center,
744,"Mon, Feb 5, 2024",7:30p,Los Angeles Clippers,149.0,Atlanta Hawks,144.0,Box Score,,"17,093",State Farm Arena,
745,"Mon, Feb 5, 2024",7:30p,Golden State Warriors,109.0,Brooklyn Nets,98.0,Box Score,,"17,919",Barclays Center,
746,"Mon, Feb 5, 2024",8:00p,Toronto Raptors,100.0,New Orleans Pelicans,138.0,Box Score,,"17,429",Smoothie King Center,
747,"Tue, Feb 6, 2024",7:00p,Houston Rockets,129.0,Indiana Pacers,132.0,Box Score,,"15,571",Gainbridge Fieldhouse,
748,"Tue, Feb 6, 2024",7:30p,Dallas Mavericks,119.0,Brooklyn Nets,107.0,Box Score,,"17,732",Barclays Center,
749,"Tue, Feb 6, 2024",7:30p,Orlando Magic,95.0,Miami Heat,121.0,Box Score,,"19,6",Kaseya Center,
750,"Tue, Feb 6, 2024",7:30p,Memphis Grizzlies,113.0,New York Knicks,123.0,Box Score,,"19,013",Madison Square Garden (IV),
751,"Tue, Feb 6, 2024",8:00p,Minnesota Timberwolves,123.0,Chicago Bulls,129.0,Box Score,OT,"20,949",United Center,
752,"Tue, Feb 6, 2024",9:00p,Oklahoma City Thunder,117.0,Utah Jazz,124.0,Box Score,,"18,206",Delta Center,
753,"Tue, Feb 6, 2024",10:00p,Milwaukee Bucks,106.0,Phoenix Suns,114.0,Box Score,,"17,071",Footprint Center,
754,"Wed, Feb 7, 2024",7:00p,Toronto Raptors,123.0,Charlotte Hornets,117.0,Box Score,,"11,72",Spectrum Center,
755,"Wed, Feb 7, 2024",7:00p,Cleveland Cavaliers,114.0,Washington Wizards,106.0,Box Score,,"15,86",Capital One Arena,
756,"Wed, Feb 7, 2024",7:30p,Atlanta Hawks,117.0,Boston Celtics,125.0,Box Score,,"19,156",TD Garden,
757,"Wed, Feb 7, 2024",7:30p,San Antonio Spurs,104.0,Miami Heat,116.0,Box Score,,"19,652",Kaseya Center,
758,"Wed, Feb 7, 2024",7:30p,Golden State Warriors,127.0,Philadelphia 76ers,104.0,Box Score,,"19,78",Wells Fargo Center,
759,"Wed, Feb 7, 2024",10:00p,New Orleans Pelicans,117.0,Los Angeles Clippers,106.0,Box Score,,"19,37",Crypto.com Arena,
760,"Wed, Feb 7, 2024",10:00p,Detroit Pistons,133.0,Sacramento Kings,120.0,Box Score,,"17,832",Golden 1 Center,
761,"Thu, Feb 8, 2024",7:00p,Golden State Warriors,131.0,Indiana Pacers,109.0,Box Score,,"17,274",Gainbridge Fieldhouse,
762,"Thu, Feb 8, 2024",7:00p,San Antonio Spurs,111.0,Orlando Magic,127.0,Box Score,,"19,074",Kia Center,
763,"Thu, Feb 8, 2024",7:30p,Cleveland Cavaliers,118.0,Brooklyn Nets,95.0,Box Score,,"17,304",Barclays Center,
764,"Thu, Feb 8, 2024",7:30p,Dallas Mavericks,122.0,New York Knicks,108.0,Box Score,,"19,812",Madison Square Garden (IV),
765,"Thu, Feb 8, 2024",8:00p,Chicago Bulls,118.0,Memphis Grizzlies,110.0,Box Score,,"16,285",FedEx Forum,
766,"Thu, Feb 8, 2024",8:00p,Minnesota Timberwolves,129.0,Milwaukee Bucks,105.0,Box Score,,"17,577",Fiserv Forum,
767,"Thu, Feb 8, 2024",9:00p,Utah Jazz,115.0,Phoenix Suns,129.0,Box Score,,"17,071",Footprint Center,
768,"Thu, Feb 8, 2024",10:00p,Denver Nuggets,114.0,Los Angeles Lakers,106.0,Box Score,,"18,997",Crypto.com Arena,
769,"Thu, Feb 8, 2024",10:00p,Detroit Pistons,128.0,Portland Trail Blazers,122.0,Box Score,OT,"18,125",Moda Center,
770,"Fri, Feb 9, 2024",7:00p,Atlanta Hawks,127.0,Philadelphia 76ers,121.0,Box Score,,"19,758",Wells Fargo Center,
771,"Fri, Feb 9, 2024",7:30p,Washington Wizards,129.0,Boston Celtics,133.0,Box Score,,"19,156",TD Garden,
772,"Fri, Feb 9, 2024",7:30p,Houston Rockets,104.0,Toronto Raptors,107.0,Box Score,,"19,8",Scotiabank Arena,
773,"Fri, Feb 9, 2024",8:00p,Charlotte Hornets,84.0,Milwaukee Bucks,120.0,Box Score,,"17,69",Fiserv Forum,
774,"Fri, Feb 9, 2024",10:00p,Denver Nuggets,106.0,Sacramento Kings,135.0,Box Score,,"17,832",Golden 1 Center,
775,"Fri, Feb 9, 2024",10:30p,New Orleans Pelicans,122.0,Los Angeles Lakers,139.0,Box Score,,"18,997",Crypto.com Arena,
776,"Sat, Feb 10, 2024",3:00p,Oklahoma City Thunder,111.0,Dallas Mavericks,146.0,Box Score,,"20,277",American Airlines Center,
777,"Sat, Feb 10, 2024",3:30p,Detroit Pistons,106.0,Los Angeles Clippers,112.0,Box Score,,"19,37",Crypto.com Arena,
778,"Sat, Feb 10, 2024",6:00p,San Antonio Spurs,103.0,Brooklyn Nets,123.0,Box Score,,"18,005",Barclays Center,
779,"Sat, Feb 10, 2024",7:00p,Memphis Grizzlies,106.0,Charlotte Hornets,115.0,Box Score,,"17,259",Spectrum Center,
780,"Sat, Feb 10, 2024",7:00p,Chicago Bulls,108.0,Orlando Magic,114.0,Box Score,OT,"19,459",Kia Center,
781,"Sat, Feb 10, 2024",7:00p,Philadelphia 76ers,119.0,Washington Wizards,113.0,Box Score,,"20,333",Capital One Arena,
782,"Sat, Feb 10, 2024",7:30p,Houston Rockets,113.0,Atlanta Hawks,122.0,Box Score,,"17,503",State Farm Arena,
783,"Sat, Feb 10, 2024",7:30p,Indiana Pacers,125.0,New York Knicks,111.0,Box Score,,"19,812",Madison Square Garden (IV),
784,"Sat, Feb 10, 2024",7:30p,Cleveland Cavaliers,119.0,Toronto Raptors,95.0,Box Score,,"19,8",Scotiabank Arena,
785,"Sat, Feb 10, 2024",8:30p,Phoenix Suns,112.0,Golden State Warriors,113.0,Box Score,,"18,064",Chase Center,
786,"Sat, Feb 10, 2024",10:00p,New Orleans Pelicans,93.0,Portland Trail Blazers,84.0,Box Score,,"18,226",Moda Center,
787,"Sun, Feb 11, 2024",2:00p,Boston Celtics,110.0,Miami Heat,106.0,Box Score,,"20,049",Kaseya Center,
788,"Sun, Feb 11, 2024",3:00p,Sacramento Kings,113.0,Oklahoma City Thunder,127.0,Box Score,,"17,092",Paycom Center,
789,"Mon, Feb 12, 2024",7:00p,Indiana Pacers,102.0,Charlotte Hornets,111.0,Box Score,,"12,112",Spectrum Center,
790,"Mon, Feb 12, 2024",7:00p,Philadelphia 76ers,123.0,Cleveland Cavaliers,121.0,Box Score,,"19,432",Rocket Mortgage Fieldhouse,
791,"Mon, Feb 12, 2024",7:30p,Chicago Bulls,136.0,Atlanta Hawks,126.0,Box Score,,"16,524",State Farm Arena,
792,"Mon, Feb 12, 2024",7:30p,San Antonio Spurs,122.0,Toronto Raptors,99.0,Box Score,,"19,8",Scotiabank Arena,
793,"Mon, Feb 12, 2024",8:00p,New York Knicks,103.0,Houston Rockets,105.0,Box Score,,"16,79",Toyota Center,
794,"Mon, Feb 12, 2024",8:00p,New Orleans Pelicans,96.0,Memphis Grizzlies,87.0,Box Score,,"15,823",FedEx Forum,
795,"Mon, Feb 12, 2024",8:00p,Denver Nuggets,95.0,Milwaukee Bucks,112.0,Box Score,,"17,444",Fiserv Forum,
796,"Mon, Feb 12, 2024",8:30p,Washington Wizards,104.0,Dallas Mavericks,112.0,Box Score,,"19,921",American Airlines Center,
797,"Mon, Feb 12, 2024",9:00p,Golden State Warriors,129.0,Utah Jazz,107.0,Box Score,,"18,206",Delta Center,
798,"Mon, Feb 12, 2024",10:30p,Minnesota Timberwolves,121.0,Los Angeles Clippers,100.0,Box Score,,"19,37",Crypto.com Arena,
799,"Tue, Feb 13, 2024",7:30p,Boston Celtics,118.0,Brooklyn Nets,110.0,Box Score,,"18,053",Barclays Center,
800,"Tue, Feb 13, 2024",7:30p,Oklahoma City Thunder,127.0,Orlando Magic,113.0,Box Score,,"19,301",Kia Center,
801,"Tue, Feb 13, 2024",8:00p,Miami Heat,123.0,Milwaukee Bucks,97.0,Box Score,,"17,52",Fiserv Forum,
802,"Tue, Feb 13, 2024",10:00p,Sacramento Kings,125.0,Phoenix Suns,130.0,Box Score,,"17,071",Footprint Center,
803,"Tue, Feb 13, 2024",10:00p,Minnesota Timberwolves,121.0,Portland Trail Blazers,109.0,Box Score,,"17,906",Moda Center,
804,"Tue, Feb 13, 2024",10:30p,Detroit Pistons,111.0,Los Angeles Lakers,125.0,Box Score,,"18,997",Crypto.com Arena,
805,"Wed, Feb 14, 2024",7:00p,Atlanta Hawks,99.0,Charlotte Hornets,122.0,Box Score,,"14,336",Spectrum Center,
806,"Wed, Feb 14, 2024",7:00p,New York Knicks,100.0,Orlando Magic,118.0,Box Score,,"19,259",Kia Center,
807,"Wed, Feb 14, 2024",7:00p,Miami Heat,109.0,Philadelphia 76ers,104.0,Box Score,,"20,015",Wells Fargo Center,
808,"Wed, Feb 14, 2024",7:30p,Brooklyn Nets,86.0,Boston Celtics,136.0,Box Score,,"19,156",TD Garden,
809,"Wed, Feb 14, 2024",7:30p,Chicago Bulls,105.0,Cleveland Cavaliers,108.0,Box Score,,"19,432",Rocket Mortgage Fieldhouse,
810,"Wed, Feb 14, 2024",7:30p,Indiana Pacers,127.0,Toronto Raptors,125.0,Box Score,,"19,8",Scotiabank Arena,
811,"Wed, Feb 14, 2024",8:00p,Houston Rockets,113.0,Memphis Grizzlies,121.0,Box Score,,"15,012",FedEx Forum,
812,"Wed, Feb 14, 2024",8:00p,Washington Wizards,126.0,New Orleans Pelicans,133.0,Box Score,,"18,316",Smoothie King Center,
813,"Wed, Feb 14, 2024",8:30p,San Antonio Spurs,93.0,Dallas Mavericks,116.0,Box Score,,"20,311",American Airlines Center,
814,"Wed, Feb 14, 2024",9:00p,Sacramento Kings,102.0,Denver Nuggets,98.0,Box Score,,"19,617",Ball Arena,
815,"Wed, Feb 14, 2024",9:00p,Detroit Pistons,100.0,Phoenix Suns,116.0,Box Score,,"17,071",Footprint Center,
816,"Wed, Feb 14, 2024",9:00p,Los Angeles Lakers,138.0,Utah Jazz,122.0,Box Score,,"18,206",Delta Center,
817,"Wed, Feb 14, 2024",10:00p,Los Angeles Clippers,130.0,Golden State Warriors,125.0,Box Score,,"18,064",Chase Center,
818,"Thu, Feb 15, 2024",8:30p,Milwaukee Bucks,110.0,Memphis Grizzlies,113.0,Box Score,,"16,544",FedEx Forum,
819,"Thu, Feb 15, 2024",9:00p,Golden State Warriors,140.0,Utah Jazz,137.0,Box Score,,"18,206",Delta Center,
820,"Thu, Feb 15, 2024",10:00p,Minnesota Timberwolves,128.0,Portland Trail Blazers,91.0,Box Score,,"18,606",Moda Center,
821,"Thu, Feb 22, 2024",7:00p,Orlando Magic,116.0,Cleveland Cavaliers,109.0,Box Score,,"19,432",Rocket Mortgage Fieldhouse,
822,"Thu, Feb 22, 2024",7:00p,Detroit Pistons,115.0,Indiana Pacers,129.0,Box Score,,"16,506",Gainbridge Fieldhouse,
823,"Thu, Feb 22, 2024",7:00p,New York Knicks,110.0,Philadelphia 76ers,96.0,Box Score,,"21,094",Wells Fargo Center,
824,"Thu, Feb 22, 2024",7:00p,Brooklyn Nets,93.0,Toronto Raptors,121.0,Box Score,,"19,8",Scotiabank Arena,
825,"Thu, Feb 22, 2024",7:30p,Phoenix Suns,113.0,Dallas Mavericks,123.0,Box Score,,"20,377",American Airlines Center,
826,"Thu, Feb 22, 2024",8:00p,Boston Celtics,129.0,Chicago Bulls,112.0,Box Score,,"20,313",United Center,
827,"Thu, Feb 22, 2024",8:00p,Houston Rockets,105.0,New Orleans Pelicans,127.0,Box Score,,"17,421",Smoothie King Center,
828,"Thu, Feb 22, 2024",8:00p,Los Angeles Clippers,107.0,Oklahoma City Thunder,129.0,Box Score,,"18,203",Paycom Center,
829,"Thu, Feb 22, 2024",9:00p,Washington Wizards,110.0,Denver Nuggets,130.0,Box Score,,"19,621",Ball Arena,
830,"Thu, Feb 22, 2024",9:00p,Charlotte Hornets,115.0,Utah Jazz,107.0,Box Score,,"18,206",Delta Center,
831,"Thu, Feb 22, 2024",10:00p,Los Angeles Lakers,110.0,Golden State Warriors,128.0,Box Score,,"18,064",Chase Center,
832,"Thu, Feb 22, 2024",10:00p,San Antonio Spurs,122.0,Sacramento Kings,127.0,Box Score,,"18,153",Golden 1 Center,
833,"Fri, Feb 23, 2024",7:30p,Toronto Raptors,123.0,Atlanta Hawks,121.0,Box Score,,"17,625",State Farm Arena,
834,"Fri, Feb 23, 2024",7:30p,Cleveland Cavaliers,97.0,Philadelphia 76ers,104.0,Box Score,,"19,938",Wells Fargo Center,
835,"Fri, Feb 23, 2024",8:00p,Phoenix Suns,110.0,Houston Rockets,114.0,Box Score,,"18,055",Toyota Center,
836,"Fri, Feb 23, 2024",8:00p,Los Angeles Clippers,101.0,Memphis Grizzlies,95.0,Box Score,,"17,255",FedEx Forum,
837,"Fri, Feb 23, 2024",8:00p,Miami Heat,106.0,New Orleans Pelicans,95.0,Box Score,,"18,658",Smoothie King Center,
838,"Fri, Feb 23, 2024",8:00p,Washington Wizards,106.0,Oklahoma City Thunder,147.0,Box Score,,"18,203",Paycom Center,
839,"Fri, Feb 23, 2024",10:00p,Charlotte Hornets,84.0,Golden State Warriors,97.0,Box Score,,"18,064",Chase Center,
840,"Fri, Feb 23, 2024",10:00p,Milwaukee Bucks,112.0,Minnesota Timberwolves,107.0,Box Score,,"18,024",Target Center,
841,"Fri, Feb 23, 2024",10:00p,Denver Nuggets,127.0,Portland Trail Blazers,112.0,Box Score,,"18,898",Moda Center,
842,"Fri, Feb 23, 2024",10:30p,San Antonio Spurs,118.0,Los Angeles Lakers,123.0,Box Score,,"18,997",Crypto.com Arena,
843,"Sat, Feb 24, 2024",8:00p,Orlando Magic,112.0,Detroit Pistons,109.0,Box Score,,"19,388",Little Caesars Arena,
844,"Sat, Feb 24, 2024",8:30p,Boston Celtics,116.0,New York Knicks,102.0,Box Score,,"19,812",Madison Square Garden (IV),
845,"Sat, Feb 24, 2024",9:00p,Brooklyn Nets,86.0,Minnesota Timberwolves,101.0,Box Score,,"18,024",Target Center,
846,"Sun, Feb 25, 2024",1:00p,Milwaukee Bucks,119.0,Philadelphia 76ers,98.0,Box Score,,"19,831",Wells Fargo Center,
847,"Sun, Feb 25, 2024",3:30p,Los Angeles Lakers,113.0,Phoenix Suns,123.0,Box Score,,"17,071",Footprint Center,
848,"Sun, Feb 25, 2024",5:00p,Dallas Mavericks,111.0,Indiana Pacers,133.0,Box Score,,"17,274",Gainbridge Fieldhouse,
849,"Sun, Feb 25, 2024",6:00p,Cleveland Cavaliers,114.0,Washington Wizards,105.0,Box Score,,"17,895",Capital One Arena,
850,"Sun, Feb 25, 2024",7:00p,Orlando Magic,92.0,Atlanta Hawks,109.0,Box Score,,"17,173",State Farm Arena,
851,"Sun, Feb 25, 2024",7:00p,Denver Nuggets,119.0,Golden State Warriors,103.0,Box Score,,"18,064",Chase Center,
852,"Sun, Feb 25, 2024",7:00p,Oklahoma City Thunder,123.0,Houston Rockets,110.0,Box Score,,"18,055",Toyota Center,
853,"Sun, Feb 25, 2024",7:00p,Chicago Bulls,114.0,New Orleans Pelicans,106.0,Box Score,,"18,684",Smoothie King Center,
854,"Sun, Feb 25, 2024",8:00p,San Antonio Spurs,109.0,Utah Jazz,128.0,Box Score,,"18,206",Delta Center,
855,"Sun, Feb 25, 2024",9:00p,Charlotte Hornets,93.0,Portland Trail Blazers,80.0,Box Score,,"17,888",Moda Center,
856,"Sun, Feb 25, 2024",9:30p,Sacramento Kings,123.0,Los Angeles Clippers,107.0,Box Score,,"19,37",Crypto.com Arena,
857,"Mon, Feb 26, 2024",7:00p,Toronto Raptors,130.0,Indiana Pacers,122.0,Box Score,,"16,026",Gainbridge Fieldhouse,
858,"Mon, Feb 26, 2024",7:30p,Detroit Pistons,111.0,New York Knicks,113.0,Box Score,,"19,303",Madison Square Garden (IV),
859,"Mon, Feb 26, 2024",8:00p,Brooklyn Nets,111.0,Memphis Grizzlies,86.0,Box Score,,"15,417",FedEx Forum,
860,"Mon, Feb 26, 2024",10:00p,Miami Heat,121.0,Sacramento Kings,110.0,Box Score,,"17,832",Golden 1 Center,
861,"Tue, Feb 27, 2024",7:00p,Dallas Mavericks,119.0,Cleveland Cavaliers,121.0,Box Score,,"19,432",Rocket Mortgage Fieldhouse,
862,"Tue, Feb 27, 2024",7:00p,Brooklyn Nets,81.0,Orlando Magic,108.0,Box Score,,"17,708",Kia Center,
863,"Tue, Feb 27, 2024",7:00p,Golden State Warriors,123.0,Washington Wizards,112.0,Box Score,,"20,333",Capital One Arena,
864,"Tue, Feb 27, 2024",7:30p,Utah Jazz,97.0,Atlanta Hawks,124.0,Box Score,,"17,129",State Farm Arena,
865,"Tue, Feb 27, 2024",7:30p,Philadelphia 76ers,99.0,Boston Celtics,117.0,Box Score,,"19,156",TD Garden,
866,"Tue, Feb 27, 2024",7:30p,New Orleans Pelicans,115.0,New York Knicks,92.0,Box Score,,"19,812",Madison Square Garden (IV),
867,"Tue, Feb 27, 2024",8:00p,Detroit Pistons,105.0,Chicago Bulls,95.0,Box Score,,"21,089",United Center,
868,"Tue, Feb 27, 2024",8:00p,Charlotte Hornets,85.0,Milwaukee Bucks,123.0,Box Score,,"17,607",Fiserv Forum,
869,"Tue, Feb 27, 2024",8:00p,San Antonio Spurs,105.0,Minnesota Timberwolves,114.0,Box Score,,"18,024",Target Center,
870,"Tue, Feb 27, 2024",10:00p,Houston Rockets,95.0,Oklahoma City Thunder,112.0,Box Score,,"17,164",Paycom Center,
871,"Tue, Feb 27, 2024",10:00p,Miami Heat,106.0,Portland Trail Blazers,96.0,Box Score,,"18,143",Moda Center,
872,"Wed, Feb 28, 2024",7:30p,New Orleans Pelicans,114.0,Indiana Pacers,123.0,Box Score,,"16,01",Gainbridge Fieldhouse,
873,"Wed, Feb 28, 2024",7:30p,Dallas Mavericks,136.0,Toronto Raptors,125.0,Box Score,,"19,8",Scotiabank Arena,
874,"Wed, Feb 28, 2024",8:00p,Cleveland Cavaliers,123.0,Chicago Bulls,132.0,Box Score,2OT,"21,7",United Center,
875,"Wed, Feb 28, 2024",8:00p,Memphis Grizzlies,101.0,Minnesota Timberwolves,110.0,Box Score,,"18,024",Target Center,
876,"Wed, Feb 28, 2024",9:00p,Sacramento Kings,96.0,Denver Nuggets,117.0,Box Score,,"19,628",Ball Arena,
877,"Wed, Feb 28, 2024",10:00p,Los Angeles Lakers,116.0,Los Angeles Clippers,112.0,Box Score,,"19,37",Crypto.com Arena,
878,"Thu, Feb 29, 2024",7:00p,Milwaukee Bucks,111.0,Charlotte Hornets,99.0,Box Score,,"18,463",Spectrum Center,
879,"Thu, Feb 29, 2024",7:00p,Utah Jazz,107.0,Orlando Magic,115.0,Box Score,,"17,848",Kia Center,
880,"Thu, Feb 29, 2024",7:30p,Atlanta Hawks,97.0,Brooklyn Nets,124.0,Box Score,,"17,284",Barclays Center,
881,"Thu, Feb 29, 2024",7:30p,Golden State Warriors,110.0,New York Knicks,99.0,Box Score,,"19,812",Madison Square Garden (IV),
882,"Thu, Feb 29, 2024",8:30p,Oklahoma City Thunder,118.0,San Antonio Spurs,132.0,Box Score,,"18,392",Frost Bank Center,
883,"Thu, Feb 29, 2024",9:00p,Houston Rockets,105.0,Phoenix Suns,110.0,Box Score,,"17,071",Footprint Center,
884,"Thu, Feb 29, 2024",10:00p,Miami Heat,97.0,Denver Nuggets,103.0,Box Score,,"19,634",Ball Arena,
885,"Thu, Feb 29, 2024",10:30p,Washington Wizards,131.0,Los Angeles Lakers,134.0,Box Score,OT,"18,997",Crypto.com Arena,
886,"Fri, Mar 1, 2024",7:00p,Cleveland Cavaliers,110.0,Detroit Pistons,100.0,Box Score,,"19,299",Little Caesars Arena,
887,"Fri, Mar 1, 2024",7:00p,Charlotte Hornets,114.0,Philadelphia 76ers,121.0,Box Score,,"19,788",Wells Fargo Center,
