,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes
1282,"Mon, May 6, 2024",10:00p,Minnesota Timberwolves,106.0,Denver Nuggets,80.0,Box Score,,"19,942",Ball Arena,
1283,"Tue, May 7, 2024",7:00p,Cleveland Cavaliers,95.0,Boston Celtics,120.0,Box Score,,"19,156",TD Garden,
1284,"Tue, May 7, 2024",9:30p,Dallas Mavericks,95.0,Oklahoma City Thunder,117.0,Box Score,,"18,203",Paycom Center,
1285,"Wed, May 8, 2024",8:00p,Indiana Pacers,121.0,New York Knicks,130.0,Box Score,,"19,812",Madison Square Garden (IV),
1286,"Thu, May 9, 2024",7:00p,Cleveland Cavaliers,118.0,Boston Celtics,94.0,Box Score,,"19,156",TD Garden,
1287,"Thu, May 9, 2024",9:30p,Dallas Mavericks,119.0,Oklahoma City Thunder,110.0,Box Score,,"18,203",Paycom Center,
1288,"Fri, May 10, 2024",7:00p,New York Knicks,106.0,Indiana Pacers,111.0,Box Score,,"17,274",Gainbridge Fieldhouse,
1289,"Fri, May 10, 2024",9:30p,Denver Nuggets,117.0,Minnesota Timberwolves,90.0,Box Score,,"19,733",Target Center,
1290,"Sat, May 11, 2024",3:30p,Oklahoma City Thunder,101.0,Dallas Mavericks,105.0,Box Score,,"20,325",American Airlines Center,
1291,"Sat, May 11, 2024",8:30p,Boston Celtics,106.0,Cleveland Cavaliers,93.0,Box Score,,"19,432",Rocket Mortgage Fieldhouse,
1292,"Sun, May 12, 2024",3:30p,New York Knicks,89.0,Indiana Pacers,121.0,Box Score,,"17,274",Gainbridge Fieldhouse,
1293,"Sun, May 12, 2024",8:00p,Denver Nuggets,115.0,Minnesota Timberwolves,107.0,Box Score,,"19,583",Target Center,
1294,"Mon, May 13, 2024",7:00p,Boston Celtics,109.0,Cleveland Cavaliers,102.0,Box Score,,"19,432",Rocket Mortgage Fieldhouse,
1295,"Mon, May 13, 2024",9:30p,Oklahoma City Thunder,100.0,Dallas Mavericks,96.0,Box Score,,"20,607",American Airlines Center,
1296,"Tue, May 14, 2024",8:00p,Indiana Pacers,91.0,New York Knicks,121.0,Box Score,,"19,812",Madison Square Garden (IV),
1297,"Tue, May 14, 2024",10:30p,Minnesota Timberwolves,97.0,Denver Nuggets,112.0,Box Score,,"19,992",Ball Arena,
1298,"Wed, May 15, 2024",7:00p,Cleveland Cavaliers,98.0,Boston Celtics,113.0,Box Score,,"19,156",TD Garden,
1299,"Wed, May 15, 2024",9:30p,Dallas Mavericks,104.0,Oklahoma City Thunder,92.0,Box Score,,"18,203",Paycom Center,
1300,"Thu, May 16, 2024",8:30p,Denver Nuggets,70.0,Minnesota Timberwolves,115.0,Box Score,,"19,187",Target Center,
1301,"Fri, May 17, 2024",8:30p,New York Knicks,103.0,Indiana Pacers,116.0,Box Score,,"17,274",Gainbridge Fieldhouse,
1302,"Sat, May 18, 2024",8:00p,Oklahoma City Thunder,116.0,Dallas Mavericks,117.0,Box Score,,"20,555",American Airlines Center,
1303,"Sun, May 19, 2024",3:30p,Indiana Pacers,130.0,New York Knicks,109.0,Box Score,,"19,812",Madison Square Garden (IV),
1304,"Sun, May 19, 2024",8:00p,Minnesota Timberwolves,98.0,Denver Nuggets,90.0,Box Score,,"20,022",Ball Arena,
1305,"Tue, May 21, 2024",8:00p,Indiana Pacers,128.0,Boston Celtics,133.0,Box Score,OT,"19,156",TD Garden,
1306,"Wed, May 22, 2024",8:30p,Dallas Mavericks,108.0,Minnesota Timberwolves,105.0,Box Score,,"19,433",Target Center,
1307,"Thu, May 23, 2024",8:00p,Indiana Pacers,,Boston Celtics,,,,,TD Garden,
1308,"Fri, May 24, 2024",8:30p,Dallas Mavericks,,Minnesota Timberwolves,,,,,Target Center,
1309,"Sat, May 25, 2024",8:30p,Boston Celtics,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
1310,"Sun, May 26, 2024",8:00p,Minnesota Timberwolves,,Dallas Mavericks,,,,,American Airlines Center,
1311,"Mon, May 27, 2024",8:00p,Boston Celtics,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
1312,"Tue, May 28, 2024",8:30p,Minnesota Timberwolves,,Dallas Mavericks,,,,,American Airlines Center,
1313,"Wed, May 29, 2024",,Indiana Pacers,,Boston Celtics,,,,,TD Garden,
1314,"Thu, May 30, 2024",,Dallas Mavericks,,Minnesota Timberwolves,,,,,Target Center,
1315,"Fri, May 31, 2024",,Boston Celtics,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
1316,"Sat, Jun 1, 2024",,Minnesota Timberwolves,,Dallas Mavericks,,,,,American Airlines Center,
1317,"Sun, Jun 2, 2024",,Indiana Pacers,,Boston Celtics,,,,,TD Garden,
1318,"Mon, Jun 3, 2024",,Dallas Mavericks,,Minnesota Timberwolves,,,,,Target Center,
